Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EOC192_iOme3A_DNA1	700.8106088235589	0.859	430.474	61.425%	114.506	51.71%	0.35958	0.812
EOC192_iOvaR1A_DNA1	959.0604771054909	0.928	409.52	42.7%	106.17	37.724%	0.22233	0.9
EOC192_pAsc1_DNA1	880.704633671309	0.906	427.881	48.584%	114.311	42.683%	0.23899	0.873
EOC192_pOme1A_TR_DNA1	917.9051193816222	0.921	409.322	44.593%	107.597	39.327%	0.23541	0.891
EOC192_pOme2B_DNA2	964.0041714093117	0.93	400.804	41.577%	104.381	37.155%	0.19768	0.904
EOC192_pOvaR1A_DNA1	907.0493577400416	0.921	400.269	44.129%	105.312	39.406%	0.22991	0.891
EOC192_pOvaR1A_DNA3	917.0488345709969	0.921	411.011	44.819%	107.107	39.32%	0.23483	0.891
EOC192_pPer1A_DNA2	1118.8987001439978	0.938	424.167	37.909%	113.354	35.329%	0.18716	0.914
EOC192_pPer2B_DNA1	1389.994158932963	0.943	464.825	33.441%	134.988	36.739%	0.11634	0.921
EOC293_pAdnL1_DNA1	5997.693882801555	0.971	2069.491	34.505%	508.347	25.834%	0.11732	0.965
EOC293_pMes1_DNA2	6323.687079592864	0.977	1637.304	25.892%	458.63	22.446%	0.10031	0.972
EOC293_pOvaR1_DNA2	5265.661499924712	0.963	1860.913	35.341%	497.282	28.306%	0.11446	0.955
EOC372_iOme1_DNA1	3984.859400842834	0.99	646.698	16.229%	163.72	14.529%	0.03751	0.986
EOC372_iPer1_DNA1	2529.9188003744616	0.955	783.152	30.956%	218.245	30.796%	0.10505	0.937
EOC372_pPer1_DNA1	3149.8828697334707	0.975	785.22	24.929%	201.444	22.562%	0.07171	0.965
EOC523_pOme1_DNA2	2238.082215283781	0.932	938.074	41.914%	252.789	36.214%	0.1759	0.91
EOC523_pOvaR1_DNA2	2032.0425758051892	0.923	865.783	42.607%	241.703	38.597%	0.19911	0.896
EOC561_pPer1_DNA1	5091.689780166178	0.979	1431.884	28.122%	339.571	21.417%	0.10476	0.973
EOC561_pPer1_DNA1_bgiseq	4393.676664631116	0.975	1283.99	29.224%	330.853	23.502%	0.08681	0.969
EOC63_pOme1_DNA1	13347.02152030531	0.976	3044.899	22.813%	884.115	21.704%	0.07848	0.968
EOC63_pOvaR1_DNA1	3820.96740499095	0.892	1466.344	38.376%	509.547	46.48%	0.15562	0.849
EOC667_pMes1_DNA1	4900.923479742949	0.984	1039.244	21.205%	280.586	18.536%	0.05054	0.979
EOC667_pOme1_DNA2	4290.0531489283885	0.974	1104.56	25.747%	320.208	23.513%	0.05854	0.966
EOC77_iOme1_DNA1	1344.485197327381	0.959	402.169	29.912%	111.273	29.628%	0.10549	0.943
EOC77_iOme2_DNA1	1241.484847886027	0.952	443.928	35.758%	113.113	30.592%	0.17751	0.935
EOC77_iPer1_DNA2	1395.5751736150082	0.964	449.757	32.227%	111.101	26.709%	0.12323	0.95
EOC77_pAsc1_DNA1	1092.642047587281	0.956	374.769	34.299%	93.929	29.442%	0.14009	0.94
EOC77_pOme1_DNA3	1279.433605987212	0.945	523.705	40.933%	124.586	32.607%	0.17699	0.926
EOC779_pOme1_DNA1	2035.9929527044942	0.974	542.13	26.627%	132.861	22.94%	0.08848	0.964
EOC779_pOvaL1_DNA1	4306.868665044061	0.965	1317.871	30.599%	379.777	27.067%	0.08445	0.956
EOC779_pPer1_DNA1	3341.8731976264326	0.982	752.75	22.525%	196.921	19.231%	0.05246	0.976
EOC863_pMes1_DNA1	1951.3409529659639	0.947	632.421	32.41%	186.258	32.376%	0.11474	0.928
EOC863_pOva1_DNA1	2745.2767122974183	0.97	721.763	26.291%	198.434	24.479%	0.07696	0.958
EOC879_p2Ome1_DNA1	2988.8681346949616	0.994	446.526	14.94%	98.118	11.364%	0.02812	0.991
EOC879_p2OvaL1_DNA1	6042.795099097448	0.952	2121.779	35.113%	545.884	30.699%	0.10062	0.934
EOC879_p2TubL1_DNA1	5451.735982195487	0.949	1888.72	34.644%	508.766	31.592%	0.09592	0.93
EOC914_iOme1_DNA1	3607.8482536879173	0.988	653.861	18.123%	158.446	15.24%	0.05399	0.984
EOC914_iOvaL1_DNA1	3498.768319600249	0.98	807.693	23.085%	202.605	20.009%	0.05517	0.972
EOC914_iPer1_DNA1	3392.7773257406498	0.989	582.452	17.167%	145.351	14.581%	0.04118	0.985
EOC984_pOme1_DNA1	1156.7593080244005	0.953	413.949	35.785%	102.034	30.576%	0.1945	0.935
EOC984_pPer1_DNA1	1155.7647656590032	0.954	407.348	35.245%	101.336	30.299%	0.18309	0.936
