Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EOC192_iOme1B_DNA2	678.8515152418059	0.827	469.34	69.137%	121.04	56.881%	0.51125	0.768
EOC192_iOme3A_DNA1	700.8106088235589	0.813	498.954	71.197%	130.513	58.938%	0.5089	0.75
EOC192_iOvaR1A_DNA1	959.0604771054909	0.924	439.322	45.808%	108.458	38.537%	0.25509	0.895
EOC192_pAsc1_DNA1	880.704633671309	0.875	523.802	59.475%	130.768	48.828%	0.34996	0.831
EOC192_pOme1A_TR_DNA1	917.9051193816222	0.915	450.145	49.04%	110.93	40.546%	0.28497	0.884
EOC192_pOme2B_DNA2	964.0041714093117	0.925	440.067	45.65%	108.16	38.5%	0.24379	0.896
EOC192_pOvaR1A_DNA1	907.0493577400416	0.916	437.379	48.22%	108.308	40.527%	0.27504	0.884
EOC192_pOvaR1A_DNA3	917.0488345709969	0.918	434.145	47.342%	108.669	39.893%	0.26337	0.888
EOC192_pPer1A_DNA2	1118.8987001439978	0.932	482.259	43.101%	118.515	36.937%	0.22771	0.905
EOC192_pPer2B_DNA1	1389.994158932963	0.931	523.487	37.661%	145.889	39.706%	0.16529	0.902
EOC293_pAdnL1_DNA1	5997.693882801555	0.967	2142.582	35.723%	531.252	26.998%	0.13653	0.961
EOC293_pMes1_DNA2	6323.687079592864	0.953	2300.048	36.372%	632.386	30.949%	0.16141	0.941
EOC293_pOvaR1_DNA2	5265.661499924712	0.949	2148.724	40.806%	576.366	32.808%	0.16508	0.937
EOC372_iOme1_DNA1	3984.859400842834	0.989	702.586	17.631%	169.018	14.999%	0.04225	0.985
EOC372_iPer1_DNA1	2529.9188003744616	0.946	851.973	33.676%	235.52	33.234%	0.09273	0.924
EOC372_pPer1_DNA1	3149.8828697334707	0.97	815.056	25.876%	220.509	24.697%	0.06154	0.958
EOC523_pOme1_DNA2	2238.082215283781	0.92	970.195	43.349%	274.289	39.294%	0.15708	0.893
EOC523_pOvaR1_DNA2	2032.0425758051892	0.912	865.949	42.615%	257.102	41.056%	0.18072	0.882
EOC561_pPer1_DNA1	5091.689780166178	0.978	1430.253	28.09%	340.048	21.447%	0.10394	0.972
EOC561_pPer1_DNA1_bgiseq	4393.676664631116	0.972	1354.298	30.824%	347.776	24.704%	0.10347	0.965
EOC63_pOme1_DNA1	13347.02152030531	0.95	4976.676	37.287%	1269.856	31.173%	0.15319	0.933
EOC63_pOvaR1_DNA1	3820.96740499095	0.893	1410.936	36.926%	507.915	46.332%	0.14895	0.85
EOC667_pMes1_DNA1	4900.923479742949	0.968	1476.639	30.13%	383.957	25.365%	0.1026	0.958
EOC667_pOme1_DNA2	4290.0531489283885	0.956	1420.506	33.112%	407.692	29.936%	0.11122	0.943
EOC77_iOme1_DNA1	1344.485197327381	0.942	502.018	37.339%	130.42	34.726%	0.14029	0.918
EOC77_iOme2_DNA1	1241.484847886027	0.947	503.417	40.55%	118.977	32.178%	0.20738	0.927
EOC77_iPer1_DNA2	1395.5751736150082	0.963	459.058	32.894%	112.396	27.021%	0.1294	0.949
EOC77_pAsc1_DNA1	1092.642047587281	0.949	415.271	38.006%	101.307	31.754%	0.18526	0.929
EOC77_pOme1_DNA3	1279.433605987212	0.942	548.627	42.88%	127.897	33.474%	0.20555	0.921
EOC779_pOme1_DNA1	2035.9929527044942	0.965	595.63	29.255%	154.533	26.682%	0.10992	0.951
EOC779_pOvaL1_DNA1	4306.868665044061	0.914	2151.551	49.956%	572.415	40.797%	0.20783	0.888
EOC779_pPer1_DNA1	3341.8731976264326	0.944	1293.009	38.691%	338.618	33.068%	0.14278	0.925
EOC863_pMes1_DNA1	1951.3409529659639	0.911	848.815	43.499%	240.036	41.724%	0.1754	0.877
EOC863_pOva1_DNA1	2745.2767122974183	0.963	773.325	28.169%	218.307	26.931%	0.08941	0.949
EOC879_p2Ome1_DNA1	2988.8681346949616	0.984	628.622	21.032%	155.449	18.004%	0.0552	0.977
EOC879_p2OvaL1_DNA1	6042.795099097448	0.946	2134.52	35.323%	578.094	32.51%	0.10909	0.926
EOC879_p2TubL1_DNA1	5451.735982195487	0.941	1896.507	34.787%	545.233	33.857%	0.10512	0.919
EOC914_iOme1_DNA1	3607.8482536879173	0.981	840.025	23.283%	199.879	19.225%	0.0685	0.974
EOC914_iOvaL1_DNA1	3498.768319600249	0.97	940.785	26.889%	247.956	24.487%	0.06921	0.958
EOC914_iPer1_DNA1	3392.7773257406498	0.976	826.026	24.347%	216.483	21.717%	0.06109	0.967
EOC984_pOme1_DNA1	1156.7593080244005	0.95	423.817	36.638%	104.946	31.449%	0.19419	0.931
EOC984_pPer1_DNA1	1155.7647656590032	0.951	416.775	36.061%	103.795	31.034%	0.18231	0.933
