Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EOC192_pOme2B_DNA2	964.0041714093117	0.998	91.233	9.464%	19.95	7.101%	0.02355	0.997
EOC192_pOvaR1A_DNA1	907.0493577400416	0.996	112.859	12.442%	25.695	9.615%	0.02685	0.994
EOC192_pOvaR1A_DNA3	917.0488345709969	0.992	142.277	15.515%	34.622	12.71%	0.03442	0.99
EOC192_pPer1A_DNA2	1118.8987001439978	0.991	161.533	14.437%	41.984	13.085%	0.02814	0.988
EOC192_pPer2B_DNA1	1389.994158932963	0.989	224.553	16.155%	55.491	15.103%	0.05185	0.985
EOC293_pAdnL1_DNA1	5997.693882801555	0.997	668.939	11.153%	170.054	8.642%	0.02205	0.996
EOC293_pMes1_DNA2	6323.687079592864	0.998	591.095	9.347%	139.854	6.845%	0.01246	0.997
EOC293_pOvaR1_DNA2	5265.661499924712	0.998	378.895	7.196%	104.728	5.961%	0.00899	0.998
EOC372_iOme1_DNA1	3984.859400842834	0.997	343.242	8.614%	88.932	7.892%	0.01999	0.996
EOC372_iPer1_DNA1	2529.9188003744616	0.996	309.023	12.215%	66.758	9.42%	0.02674	0.994
EOC372_pPer1_DNA1	3149.8828697334707	0.997	306.102	9.718%	73.83	8.269%	0.02347	0.995
EOC523_pOme1_DNA2	2238.082215283781	0.965	664.124	29.674%	184.239	26.393%	0.09993	0.953
EOC523_pOvaR1_DNA2	2032.0425758051892	0.953	675.159	33.226%	189.3	30.229%	0.11977	0.938
EOC561_pPer1_DNA1	5091.689780166178	0.992	862.703	16.943%	204.912	12.924%	0.05703	0.989
EOC561_pPer1_DNA1_bgiseq	4393.676664631116	0.996	572.876	13.039%	128.228	9.108%	0.03034	0.995
EOC63_pOme1_DNA1	13347.02152030531	0.987	2390.436	17.91%	667.878	16.396%	0.04349	0.982
EOC63_pOvaR1_DNA1	3820.96740499095	0.995	422.281	11.052%	110.15	10.048%	0.03452	0.993
EOC667_pMes1_DNA1	4900.923479742949	0.996	503.699	10.278%	126.892	8.383%	0.02368	0.995
EOC667_pOme1_DNA2	4290.0531489283885	0.995	529.993	12.354%	137.274	10.08%	0.02062	0.994
EOC77_iOme1_DNA1	1344.485197327381	0.994	193.549	14.396%	43.109	11.478%	0.04275	0.991
EOC77_iOme2_DNA1	1241.484847886027	0.986	240.849	19.4%	62.916	17.016%	0.07477	0.981
EOC77_iPer1_DNA2	1395.5751736150082	0.996	180.882	12.961%	38.687	9.301%	0.03063	0.995
EOC77_pAsc1_DNA1	1092.642047587281	0.998	100.161	9.167%	19.844	6.22%	0.01514	0.998
EOC77_pOme1_DNA3	1279.433605987212	0.99	225.185	17.6%	55.554	14.54%	0.04394	0.986
EOC779_pOme1_DNA1	2035.9929527044942	0.995	262.83	12.909%	56.983	9.839%	0.03824	0.993
EOC779_pOvaL1_DNA1	4306.868665044061	0.998	304.776	7.077%	82.225	5.86%	0.01568	0.998
EOC779_pPer1_DNA1	3341.8731976264326	0.998	249.381	7.462%	56.842	5.551%	0.01741	0.998
EOC863_pMes1_DNA1	1951.3409529659639	0.982	431.725	22.125%	110.106	19.139%	0.04964	0.975
EOC863_pOva1_DNA1	2745.2767122974183	0.992	414.077	15.083%	104.365	12.875%	0.0372	0.989
EOC879_p2Ome1_DNA1	2988.8681346949616	0.996	373.455	12.495%	83.841	9.711%	0.02584	0.994
EOC879_p2OvaL1_DNA1	6042.795099097448	0.997	502.352	8.313%	126.533	7.116%	0.01419	0.997
EOC879_p2TubL1_DNA1	5451.735982195487	0.998	416.062	7.632%	102.819	6.385%	0.01285	0.997
EOC914_iOme1_DNA1	3607.8482536879173	0.996	468.817	12.994%	99.894	9.608%	0.03351	0.994
EOC914_iOvaL1_DNA1	3498.768319600249	0.993	533.79	15.257%	122.651	12.113%	0.02852	0.99
EOC914_iPer1_DNA1	3392.7773257406498	0.996	399.678	11.78%	89.859	9.014%	0.02343	0.994
EOC984_pOme1_DNA1	1156.7593080244005	0.994	166.635	14.405%	36.381	10.902%	0.04813	0.992
EOC984_pPer1_DNA1	1155.7647656590032	0.996	146.956	12.715%	31.286	9.354%	0.04406	0.994
