Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EOC779_pPer1_DNA1	3341.8731976264326	0.982	755.588	22.61%	197.724	19.309%	0.05284	0.976
EOC863_pMes1_DNA1	1951.3409529659639	0.947	635.339	32.559%	186.865	32.482%	0.11531	0.927
EOC863_pOva1_DNA1	2745.2767122974183	0.969	724.467	26.39%	199.377	24.596%	0.07728	0.958
EOC879_p2Ome1_DNA1	2988.8681346949616	0.993	449.254	15.031%	98.789	11.442%	0.02814	0.991
EOC879_p2OvaL1_DNA1	6042.795099097448	0.952	2122.825	35.13%	546.804	30.75%	0.10056	0.934
EOC879_p2TubL1_DNA1	5451.735982195487	0.949	1889.378	34.656%	509.588	31.643%	0.09577	0.93
EOC914_iOme1_DNA1	3607.8482536879173	0.988	654.565	18.143%	159.285	15.321%	0.05396	0.984
EOC914_iOvaL1_DNA1	3498.768319600249	0.98	807.676	23.085%	203.489	20.096%	0.05522	0.972
EOC914_iPer1_DNA1	3392.7773257406498	0.989	582.826	17.178%	146.371	14.684%	0.0412	0.985
EOC984_pOme1_DNA1	1156.7593080244005	0.953	413.576	35.753%	101.911	30.539%	0.19412	0.935
EOC984_pPer1_DNA1	1155.7647656590032	0.954	407.021	35.217%	101.214	30.262%	0.1827	0.936
