Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EOC192_pOme2B_DNA2	964.0041714093117	0.925	440.233	45.667%	108.246	38.531%	0.24369	0.896
EOC192_pOvaR1A_DNA1	907.0493577400416	0.916	437.599	48.244%	108.394	40.559%	0.27505	0.884
EOC192_pOvaR1A_DNA3	917.0488345709969	0.918	434.414	47.371%	108.763	39.928%	0.26335	0.888
EOC192_pPer1A_DNA2	1118.8987001439978	0.932	482.677	43.139%	118.571	36.955%	0.22761	0.905
EOC192_pPer2B_DNA1	1389.994158932963	0.931	523.169	37.638%	145.923	39.715%	0.16519	0.902
EOC293_pAdnL1_DNA1	5997.693882801555	0.967	2142.486	35.722%	531.185	26.995%	0.13664	0.961
EOC293_pMes1_DNA2	6323.687079592864	0.953	2296.908	36.322%	631.91	30.926%	0.16137	0.941
EOC293_pOvaR1_DNA2	5265.661499924712	0.949	2147.706	40.787%	576.251	32.802%	0.16507	0.937
EOC372_iOme1_DNA1	3984.859400842834	0.989	705.101	17.695%	169.486	15.041%	0.04244	0.985
EOC372_iPer1_DNA1	2529.9188003744616	0.946	852.254	33.687%	235.588	33.244%	0.09277	0.924
EOC372_pPer1_DNA1	3149.8828697334707	0.97	815.051	25.876%	220.492	24.695%	0.06154	0.958
EOC523_pOme1_DNA2	2238.082215283781	0.92	969.039	43.298%	274.133	39.271%	0.15682	0.893
EOC523_pOvaR1_DNA2	2032.0425758051892	0.912	865.575	42.596%	257.006	41.041%	0.18051	0.882
EOC561_pPer1_DNA1	5091.689780166178	0.978	1433.524	28.154%	340.36	21.467%	0.10418	0.972
EOC561_pPer1_DNA1_bgiseq	4393.676664631116	0.972	1355.155	30.843%	347.978	24.718%	0.10361	0.965
EOC63_pOme1_DNA1	13347.02152030531	0.95	4969.48	37.233%	1269.589	31.167%	0.15312	0.933
EOC63_pOvaR1_DNA1	3820.96740499095	0.892	1411.977	36.953%	508.187	46.356%	0.14909	0.85
EOC667_pMes1_DNA1	4900.923479742949	0.968	1479.083	30.18%	384.302	25.388%	0.10281	0.958
EOC667_pOme1_DNA2	4290.0531489283885	0.956	1422.089	33.149%	408.021	29.961%	0.11144	0.943
EOC77_iOme1_DNA1	1344.485197327381	0.941	501.913	37.331%	130.455	34.735%	0.14021	0.918
EOC77_iOme2_DNA1	1241.484847886027	0.947	503.304	40.54%	118.971	32.176%	0.20723	0.927
EOC77_iPer1_DNA2	1395.5751736150082	0.963	459.345	32.914%	112.485	27.042%	0.12939	0.949
EOC77_pAsc1_DNA1	1092.642047587281	0.949	415.588	38.035%	101.372	31.775%	0.18514	0.929
EOC77_pOme1_DNA3	1279.433605987212	0.942	548.932	42.904%	127.945	33.486%	0.20543	0.921
EOC779_pOme1_DNA1	2035.9929527044942	0.965	596.25	29.285%	154.907	26.746%	0.10985	0.95
EOC779_pOvaL1_DNA1	4306.868665044061	0.913	2152.832	49.986%	572.974	40.837%	0.20798	0.888
EOC779_pPer1_DNA1	3341.8731976264326	0.944	1294.134	38.725%	339.162	33.121%	0.14285	0.924
EOC863_pMes1_DNA1	1951.3409529659639	0.911	847.791	43.447%	239.771	41.678%	0.17503	0.877
EOC863_pOva1_DNA1	2745.2767122974183	0.963	771.419	28.1%	217.641	26.849%	0.08917	0.95
EOC879_p2Ome1_DNA1	2988.8681346949616	0.984	626.447	20.959%	154.881	17.938%	0.05506	0.978
EOC879_p2OvaL1_DNA1	6042.795099097448	0.946	2133.522	35.307%	577.515	32.477%	0.10902	0.926
EOC879_p2TubL1_DNA1	5451.735982195487	0.941	1895.46	34.768%	544.752	33.827%	0.10504	0.92
EOC914_iOme1_DNA1	3607.8482536879173	0.982	838.3	23.235%	199.127	19.153%	0.06841	0.974
EOC914_iOvaL1_DNA1	3498.768319600249	0.97	938.595	26.826%	247.325	24.425%	0.06904	0.958
EOC914_iPer1_DNA1	3392.7773257406498	0.976	824.339	24.297%	215.741	21.643%	0.06092	0.967
EOC984_pOme1_DNA1	1156.7593080244005	0.95	424.063	36.66%	105.016	31.47%	0.19397	0.931
EOC984_pPer1_DNA1	1155.7647656590032	0.951	417.021	36.082%	103.881	31.06%	0.1821	0.932
