NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
39	541.957	20.41	146.334	18.263	0.052	0.974	20000.0
40	536.638	20.262	143.446	18.093	0.052	0.974	40000.0
41	533.509	20.283	144.816	18.275	0.052	0.973	40000.0
42	537.384	20.505	144.956	18.364	0.052	0.973	20000.0
43	530.574	20.381	144.188	18.328	0.054	0.973	20000.0
44	523.852	20.161	142.283	18.194	0.052	0.974	30000.0
45	530.484	20.186	142.796	18.203	0.052	0.973	70000.0
46	541.155	20.44	144.768	18.322	0.053	0.973	30000.0
47	537.184	20.417	145.76	18.492	0.052	0.972	20000.0
48	547.423	20.521	146.658	18.424	0.052	0.973	30000.0
49	528.064	20.16	143.435	18.201	0.052	0.974	120000.0
50	533.83	20.335	144.528	18.314	0.052	0.973	40000.0
51	530.14	20.272	143.064	18.214	0.051	0.973	20000.0
52	532.269	20.174	142.102	18.054	0.052	0.974	20000.0
53	540.98	20.646	146.84	18.619	0.053	0.973	30000.0
54	538.165	20.237	145.619	18.244	0.051	0.974	40000.0
55	543.936	20.414	146.773	18.313	0.052	0.974	30000.0
56	531.886	20.211	143.84	18.311	0.052	0.973	20000.0
57	542.176	20.63	144.858	18.367	0.053	0.973	20000.0
58	538.795	20.442	144.501	18.421	0.053	0.973	30000.0
59	535.687	20.341	144.542	18.294	0.052	0.973	20000.0
60	535.845	20.363	144.174	18.179	0.052	0.974	30000.0
61	529.822	20.166	142.847	18.015	0.052	0.974	30000.0
62	526.231	19.906	142.191	17.986	0.051	0.974	30000.0
63	532.333	20.237	142.462	18.042	0.052	0.974	50000.0
64	549.165	20.636	149.31	18.583	0.052	0.973	20000.0
65	536.54	20.71	145.559	18.526	0.052	0.973	20000.0
66	537.768	20.68	145.441	18.591	0.054	0.972	20000.0
67	531.883	20.16	143.482	18.086	0.052	0.974	70000.0
68	542.981	20.653	146.56	18.486	0.053	0.973	20000.0
69	548.51	21.082	147.215	18.914	0.054	0.972	60000.0
70	528.127	20.222	142.469	18.173	0.052	0.974	50000.0
71	532.614	20.068	143.887	18.114	0.052	0.974	30000.0
72	528.737	20.152	143.521	18.185	0.052	0.974	20000.0
73	536.184	20.276	144.051	18.24	0.052	0.973	30000.0
74	547.578	20.688	148.859	18.781	0.053	0.972	30000.0
75	534.116	20.456	143.585	18.328	0.051	0.973	30000.0
76	546.788	20.763	148.175	18.762	0.053	0.972	50000.0
77	539.844	20.494	145.525	18.311	0.053	0.973	20000.0
78	543.685	20.415	145.863	18.314	0.052	0.973	30000.0
79	538.456	20.456	145.183	18.315	0.053	0.973	30000.0
80	545.46	20.771	147.567	18.741	0.053	0.972	20000.0
81	533.366	20.469	143.397	18.365	0.053	0.973	20000.0
82	532.059	20.278	143.142	18.162	0.052	0.973	20000.0
83	545.858	20.521	146.971	18.409	0.052	0.973	30000.0
84	539.792	20.588	145.478	18.47	0.052	0.973	30000.0
85	536.603	20.398	145.197	18.341	0.051	0.973	20000.0
86	536.764	20.128	144.25	17.96	0.051	0.975	30000.0
87	537.94	20.209	146.915	18.479	0.052	0.973	50000.0
88	539.855	20.47	145.451	18.454	0.053	0.973	20000.0
89	545.86	20.41	147.058	18.273	0.051	0.974	20000.0
90	538.397	20.472	147.172	18.647	0.053	0.972	30000.0
91	532.085	20.51	143.994	18.422	0.053	0.973	30000.0
92	545.135	20.758	146.371	18.507	0.053	0.973	20000.0
93	549.85	20.899	148.149	18.629	0.055	0.972	30000.0
94	540.047	20.723	148.293	18.935	0.055	0.971	20000.0
95	531.896	20.441	143.016	18.272	0.053	0.973	20000.0
96	528.707	20.086	143.961	18.228	0.052	0.973	20000.0
97	535.763	20.248	145.022	18.196	0.051	0.974	30000.0
98	544.424	20.403	147.689	18.333	0.052	0.973	20000.0
99	530.549	19.997	142.712	17.87	0.051	0.974	20000.0
100	530.064	20.006	142.316	17.887	0.051	0.974	50000.0
