Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EOC863_pMes1_DNA1	1951.3409529659639	0.992	290.379	14.881%	75.163	13.065%	0.03252	0.989
EOC863_pOva1_DNA1	2745.2767122974183	0.998	208.801	7.606%	46.863	5.781%	0.01745	0.998
EOC879_p2Ome1_DNA1	2988.8681346949616	0.999	206.865	6.921%	45.849	5.31%	0.01099	0.998
EOC879_p2OvaL1_DNA1	6042.795099097448	0.999	303.814	5.028%	67.69	3.807%	0.00536	0.999
EOC879_p2TubL1_DNA1	5451.735982195487	0.999	249.651	4.579%	60.306	3.745%	0.00448	0.999
EOC914_iOme1_DNA1	3607.8482536879173	0.999	247.314	6.855%	57.375	5.519%	0.01369	0.998
EOC914_iOvaL1_DNA1	3498.768319600249	0.999	221.111	6.32%	52.387	5.174%	0.01373	0.998
EOC914_iPer1_DNA1	3392.7773257406498	0.999	179.51	5.291%	39.815	3.994%	0.01056	0.999
EOC984_pOme1_DNA1	1156.7593080244005	0.997	124.12	10.73%	26.477	7.934%	0.0287	0.996
EOC984_pPer1_DNA1	1155.7647656590032	0.998	115.201	9.968%	23.521	7.033%	0.02673	0.997
