Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EOC77_pOme1_DNA3	1279.433605987212	0.997	129.666	10.135%	28.511	7.462%	0.0255	0.997
EOC779_pOme1_DNA1	2035.9929527044942	0.999	128.743	6.323%	29.424	5.08%	0.01378	0.998
EOC779_pOvaL1_DNA1	4306.868665044061	0.999	285.639	6.632%	67.042	4.778%	0.0096	0.999
EOC779_pPer1_DNA1	3341.8731976264326	0.999	148.778	4.452%	32.761	3.199%	0.00696	0.999
EOC863_pMes1_DNA1	1951.3409529659639	0.997	181.741	9.314%	44.104	7.666%	0.01335	0.996
EOC863_pOva1_DNA1	2745.2767122974183	0.999	177.554	6.468%	37.854	4.67%	0.01217	0.999
EOC879_p2Ome1_DNA1	2988.8681346949616	0.999	182.728	6.114%	41.492	4.806%	0.01048	0.998
EOC879_p2OvaL1_DNA1	6042.795099097448	0.999	292.256	4.836%	62.621	3.522%	0.0063	0.999
EOC879_p2TubL1_DNA1	5451.735982195487	0.999	272.865	5.005%	60.25	3.741%	0.00675	0.999
EOC914_iOme1_DNA1	3607.8482536879173	0.999	208.553	5.781%	48.176	4.634%	0.00939	0.999
EOC914_iOvaL1_DNA1	3498.768319600249	0.999	173.442	4.957%	42.494	4.197%	0.00805	0.999
EOC914_iPer1_DNA1	3392.7773257406498	0.999	157.224	4.634%	34.366	3.448%	0.00691	0.999
EOC984_pOme1_DNA1	1156.7593080244005	0.998	108.837	9.409%	23.171	6.944%	0.02459	0.997
EOC984_pPer1_DNA1	1155.7647656590032	0.999	89.151	7.714%	18.375	5.494%	0.02086	0.998
