Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EOC148_pAdnL3_DNA1	6769.848232060547	0.998	438.585	6.479%	123.644	6.281%	0.01266	0.998
EOC148_pOvaL4_DNA1	5273.876693432245	0.997	422.139	8.004%	107.636	7.221%	0.01142	0.996
EOC148_pOvaL5_DNA1	6498.883349850876	0.997	537.032	8.263%	144.058	7.638%	0.01823	0.996
EOC192_iOme1B_DNA2	678.8515152418059	0.995	99.661	14.681%	22.114	10.316%	0.07666	0.993
EOC192_iOme3A_DNA1	700.8106088235589	0.996	96.199	13.727%	21.461	9.672%	0.0782	0.995
EOC192_iOvaR1A_DNA1	959.0604771054909	0.992	165.715	17.279%	37.046	13.055%	0.08684	0.989
EOC192_pAsc1_DNA1	880.704633671309	0.995	121.466	13.792%	26.958	10.008%	0.0612	0.994
EOC192_pOme1A_TR_DNA1	916.9051193816222	0.994	124.797	13.611%	30.017	10.906%	0.07041	0.992
EOC192_pOme2B_DNA2	964.0041714093117	0.995	128.897	13.371%	27.829	9.873%	0.03776	0.993
EOC192_pOvaR1A_DNA1	907.0493577400416	0.993	134.347	14.811%	31.135	11.564%	0.08051	0.991
EOC192_pOvaR1A_DNA3	917.0488345709969	0.993	135.286	14.752%	32.557	11.865%	0.05115	0.991
EOC192_pPer1A_DNA2	1118.8987001439978	0.995	149.204	13.335%	34.929	10.769%	0.03469	0.993
EOC192_pPer2B_DNA1	1390.994158932963	0.997	126.644	9.105%	28.747	7.782%	0.01726	0.996
EOC293_pAdnL1_DNA1	5997.693882801555	0.997	598.628	9.981%	149.868	7.599%	0.02725	0.996
EOC293_pMes1_DNA2	6323.687079592864	0.996	775.607	12.265%	193.351	9.45%	0.03316	0.994
EOC293_pOvaR1_DNA2	5265.661499924712	0.999	395.647	7.514%	93.185	5.292%	0.02063	0.998
EOC372_iOme1_DNA1	3984.859400842834	0.999	224.357	5.63%	48.71	4.329%	0.00765	0.999
EOC372_iPer1_DNA1	2529.9188003744616	0.997	233.96	9.248%	51.108	7.225%	0.01585	0.996
EOC372_pPer1_DNA1	3148.8828697334707	0.999	220.835	7.013%	46.085	5.18%	0.01232	0.998
EOC523_pOme1_DNA2	2238.082215283781	0.986	485.915	21.711%	121.457	17.478%	0.07805	0.982
EOC523_pOvaR1_DNA2	2032.0425758051892	0.98	464.07	22.838%	127.572	20.452%	0.07924	0.975
EOC561_pPer1_DNA1	5091.689780166178	0.996	601.611	11.816%	146.271	9.192%	0.03186	0.995
EOC561_pPer1_DNA1_bgiseq	4393.676664631116	0.994	589.598	13.419%	155.457	10.984%	0.04486	0.993
EOC63_pOme1_DNA1	13347.02152030531	0.993	1885.778	14.129%	463.338	11.401%	0.05516	0.991
EOC63_pOvaR1_DNA1	3820.96740499095	0.996	427.208	11.181%	98.388	8.981%	0.03841	0.995
EOC667_pMes1_DNA1	4900.923479742949	1.0	182.787	3.73%	43.682	2.89%	0.01083	0.999
EOC667_pOme1_DNA2	4290.0531489283885	0.999	238.587	5.561%	61.117	4.507%	0.01443	0.999
EOC77_iOme1_DNA1	1343.485197327381	0.997	135.224	10.065%	30.224	8.013%	0.02272	0.996
EOC77_iOme2_DNA1	1241.484847886027	0.995	157.058	12.651%	36.348	9.821%	0.05688	0.994
EOC77_iPer1_DNA2	1395.5751736150082	0.998	127.941	9.168%	27.311	6.575%	0.04357	0.997
EOC77_pAsc1_DNA1	1092.642047587281	0.997	108.275	9.909%	25.233	7.862%	0.0337	0.996
EOC77_pOme1_DNA3	1278.433605987212	0.995	171.812	13.439%	39.366	10.26%	0.09178	0.993
EOC779_pOme1_DNA1	2035.9929527044942	0.996	224.716	11.037%	51.974	9.001%	0.0295	0.994
EOC779_pOvaL1_DNA1	4306.86866504406	0.999	265.488	6.164%	57.528	4.109%	0.01717	0.999
EOC779_pPer1_DNA1	3342.8731976264326	0.999	171.559	5.132%	35.896	3.538%	0.0089	0.999
EOC863_pMes1_DNA1	1950.3409529659639	0.998	173.774	8.91%	36.736	6.385%	0.01265	0.998
EOC863_pOva1_DNA1	2744.2767122974183	0.997	269.859	9.834%	60.088	7.416%	0.03284	0.996
EOC879_p2Ome1_DNA1	2988.8681346949616	0.998	264.918	8.863%	59.369	6.886%	0.03045	0.998
EOC879_p2OvaL1_DNA1	6043.795099097448	0.994	802.407	13.277%	194.517	10.937%	0.04614	0.992
EOC879_p2TubL1_DNA1	5451.735982195487	0.996	556.159	10.202%	144.087	8.944%	0.03174	0.995
EOC914_iOme1_DNA1	3607.8482536879173	0.997	446.819	12.385%	92.132	8.879%	0.03205	0.996
EOC914_iOvaL1_DNA1	3497.768319600249	0.998	280.671	8.024%	60.38	5.972%	0.0141	0.998
EOC914_iPer1_DNA1	3391.7773257406498	0.998	303.97	8.962%	57.418	5.773%	0.02544	0.998
EOC984_pOme1_DNA1	1156.7593080244005	0.996	143.707	12.423%	31.571	9.426%	0.03674	0.994
EOC984_pPer1_DNA1	1154.7647656590032	0.997	128.607	11.137%	28.333	8.467%	0.04413	0.995
