Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EOC863_pMes1_DNA1	1951.3409529659639	0.982	428.366	21.952%	108.22	18.811%	0.05337	0.976
EOC863_pOva1_DNA1	2745.2767122974183	0.986	562.0	20.472%	136.934	16.893%	0.10648	0.981
EOC879_p2Ome1_DNA1	2988.8681346949616	0.976	794.846	26.594%	203.91	23.617%	0.12552	0.968
EOC879_p2OvaL1_DNA1	6042.795099097448	0.998	526.148	8.707%	124.911	7.025%	0.0119	0.997
EOC879_p2TubL1_DNA1	5451.735982195487	0.998	402.51	7.383%	91.338	5.672%	0.00881	0.998
EOC914_iOme1_DNA1	3607.8482536879173	0.994	508.104	14.083%	114.718	11.034%	0.05091	0.992
EOC914_iOvaL1_DNA1	3498.768319600249	0.992	549.421	15.703%	135.596	13.391%	0.05108	0.989
EOC914_iPer1_DNA1	3392.7773257406498	0.991	526.204	15.51%	132.064	13.248%	0.05713	0.988
EOC984_pOme1_DNA1	1156.7593080244005	0.989	209.123	18.078%	49.425	14.811%	0.07188	0.985
EOC984_pPer1_DNA1	1155.7647656590032	0.99	191.581	16.576%	47.618	14.237%	0.06396	0.986
