Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EOC192_iOvaR1A_DNA1	959.0604771054909	0.998	83.073	8.662%	19.621	6.972%	0.01719	0.997
EOC192_pAsc1_DNA1	880.704633671309	0.995	115.989	13.17%	27.097	10.118%	0.02755	0.993
EOC192_pOme1A_TR_DNA1	917.9051193816222	0.999	68.1	7.419%	14.979	5.475%	0.01404	0.998
EOC192_pOme2B_DNA2	964.0041714093117	0.999	60.258	6.251%	12.28	4.371%	0.01148	0.999
EOC192_pOvaR1A_DNA1	907.0493577400416	0.998	68.727	7.577%	16.927	6.334%	0.0136	0.997
EOC192_pOvaR1A_DNA3	917.0488345709969	0.996	79.131	8.629%	22.827	8.38%	0.01626	0.995
EOC192_pPer1A_DNA2	1118.8987001439978	0.996	116.675	10.428%	28.724	8.952%	0.02023	0.994
EOC192_pPer2B_DNA1	1389.994158932963	0.991	197.326	14.196%	51.694	14.069%	0.04024	0.987
EOC293_pAdnL1_DNA1	5997.693882801555	0.999	372.667	6.214%	99.952	5.08%	0.0075	0.999
EOC293_pMes1_DNA2	6323.687079592864	0.999	302.015	4.776%	68.809	3.368%	0.0066	0.999
EOC293_pOvaR1_DNA2	5265.661499924712	0.999	333.208	6.328%	92.241	5.251%	0.00793	0.998
EOC372_iOme1_DNA1	3984.859400842834	0.999	286.47	7.189%	60.517	5.37%	0.01402	0.998
EOC372_iPer1_DNA1	2529.9188003744616	0.996	296.64	11.725%	64.435	9.092%	0.0262	0.995
EOC372_pPer1_DNA1	3149.8828697334707	0.998	248.647	7.894%	53.414	5.982%	0.01497	0.998
EOC523_pOme1_DNA2	2238.082215283781	0.995	276.413	12.35%	71.377	10.225%	0.02427	0.993
EOC523_pOvaR1_DNA2	2032.0425758051892	0.993	238.503	11.737%	76.474	12.212%	0.02909	0.99
EOC561_pPer1_DNA1	5091.689780166178	0.997	496.16	9.745%	123.183	7.769%	0.01966	0.996
EOC561_pPer1_DNA1_bgiseq	4393.676664631116	0.998	341.729	7.778%	82.305	5.846%	0.01335	0.998
EOC63_pOme1_DNA1	13347.02152030531	0.998	1188.213	8.902%	275.653	6.767%	0.01853	0.997
EOC63_pOvaR1_DNA1	3820.96740499095	0.993	566.548	14.827%	135.526	12.363%	0.02891	0.99
EOC667_pMes1_DNA1	4900.923479742949	0.999	306.865	6.261%	72.426	4.785%	0.00863	0.999
EOC667_pOme1_DNA2	4290.0531489283885	0.999	267.288	6.23%	57.831	4.246%	0.0114	0.999
EOC77_iOme1_DNA1	1344.485197327381	0.996	156.501	11.64%	34.634	9.222%	0.03184	0.994
EOC77_iOme2_DNA1	1241.484847886027	0.994	190.966	15.382%	44.032	11.909%	0.0537	0.992
EOC77_iPer1_DNA2	1395.5751736150082	0.998	139.631	10.005%	28.674	6.893%	0.02653	0.997
EOC77_pAsc1_DNA1	1092.642047587281	0.999	85.984	7.869%	17.936	5.622%	0.01598	0.998
EOC77_pOme1_DNA3	1279.433605987212	0.994	174.334	13.626%	41.513	10.865%	0.04003	0.992
EOC779_pOme1_DNA1	2035.9929527044942	0.997	215.199	10.57%	45.229	7.809%	0.02161	0.996
EOC779_pOvaL1_DNA1	4306.868665044061	0.998	389.932	9.054%	87.121	6.209%	0.01112	0.998
EOC779_pPer1_DNA1	3341.8731976264326	0.999	194.566	5.822%	45.363	4.43%	0.00823	0.999
EOC863_pMes1_DNA1	1951.3409529659639	0.986	351.652	18.021%	98.394	17.103%	0.04782	0.98
EOC863_pOva1_DNA1	2745.2767122974183	0.997	274.93	10.015%	64.091	7.906%	0.02537	0.996
EOC879_p2Ome1_DNA1	2988.8681346949616	0.998	233.797	7.822%	51.246	5.935%	0.01328	0.998
EOC879_p2OvaL1_DNA1	6042.795099097448	0.997	577.104	9.55%	137.507	7.733%	0.01354	0.996
EOC879_p2TubL1_DNA1	5451.735982195487	0.998	453.598	8.32%	102.897	6.389%	0.01074	0.997
EOC914_iOme1_DNA1	3607.8482536879173	0.998	261.731	7.254%	60.231	5.793%	0.01458	0.998
EOC914_iOvaL1_DNA1	3498.768319600249	0.999	241.175	6.893%	54.474	5.38%	0.01512	0.998
EOC914_iPer1_DNA1	3392.7773257406498	0.999	213.075	6.28%	43.081	4.322%	0.0111	0.999
EOC984_pOme1_DNA1	1156.7593080244005	0.996	131.74	11.389%	28.839	8.642%	0.03459	0.995
EOC984_pPer1_DNA1	1155.7647656590032	0.997	129.545	11.209%	26.974	8.065%	0.03409	0.996
