NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
41	292.131	11.562	72.992	9.668	0.023	0.993	60000.0
42	282.659	11.385	70.818	9.592	0.024	0.993	40000.0
43	289.481	11.716	71.937	9.803	0.024	0.992	80000.0
44	291.331	11.64	72.495	9.771	0.023	0.993	60000.0
45	303.479	12.174	77.427	10.434	0.024	0.992	60000.0
46	306.484	12.036	76.909	10.139	0.023	0.992	80000.0
47	297.874	11.932	75.504	10.095	0.024	0.992	80000.0
48	302.116	11.953	75.958	10.222	0.024	0.992	60000.0
49	294.281	11.611	72.954	9.663	0.024	0.993	50000.0
50	277.209	11.193	69.313	9.301	0.023	0.993	30000.0
51	281.507	11.341	70.177	9.533	0.022	0.993	70000.0
52	306.695	12.084	77.778	10.309	0.023	0.992	70000.0
53	302.537	12.062	77.046	10.287	0.023	0.992	40000.0
54	316.957	12.657	80.405	10.81	0.024	0.991	70000.0
55	302.665	12.091	76.647	10.275	0.025	0.992	40000.0
56	284.746	11.429	70.496	9.562	0.024	0.993	100000.0
57	293.891	11.697	73.074	9.921	0.024	0.993	90000.0
58	294.182	11.822	73.851	9.984	0.024	0.992	110000.0
59	292.351	11.791	73.457	9.976	0.023	0.992	70000.0
60	289.027	11.571	71.539	9.696	0.024	0.993	30000.0
61	290.934	11.655	73.128	9.811	0.024	0.993	80000.0
62	288.204	11.579	71.634	9.785	0.023	0.993	40000.0
63	294.77	11.703	74.585	9.88	0.023	0.993	50000.0
64	294.523	11.582	73.587	9.631	0.023	0.993	70000.0
65	296.246	11.675	74.601	9.754	0.023	0.993	60000.0
66	299.126	11.987	76.341	10.284	0.024	0.992	40000.0
67	298.434	11.875	74.755	10.075	0.023	0.992	60000.0
68	303.029	12.229	76.38	10.383	0.024	0.992	60000.0
69	288.455	11.667	70.984	9.74	0.024	0.993	100000.0
70	291.916	11.528	72.522	9.553	0.024	0.993	70000.0
71	298.89	12.05	75.811	10.261	0.024	0.992	50000.0
72	291.487	11.498	72.048	9.606	0.023	0.993	80000.0
73	280.557	11.225	68.031	9.219	0.023	0.993	50000.0
74	292.158	11.774	73.79	10.0	0.023	0.992	40000.0
75	293.651	11.894	73.855	10.163	0.023	0.992	40000.0
76	299.806	12.125	75.681	10.247	0.026	0.992	60000.0
77	297.49	11.982	74.446	10.033	0.024	0.993	50000.0
78	290.712	11.749	71.897	9.878	0.023	0.993	60000.0
79	285.795	11.538	70.696	9.608	0.024	0.993	60000.0
80	302.057	12.175	75.807	10.242	0.024	0.992	40000.0
81	301.493	12.046	75.163	10.041	0.023	0.992	60000.0
82	285.637	11.35	72.155	9.652	0.022	0.993	50000.0
83	292.442	11.665	74.089	9.926	0.023	0.993	50000.0
84	294.615	11.751	73.607	9.745	0.024	0.993	80000.0
85	287.645	11.654	71.607	9.781	0.024	0.993	30000.0
86	307.97	12.005	78.154	10.204	0.023	0.992	90000.0
87	300.613	12.036	75.221	10.115	0.023	0.992	50000.0
88	293.703	11.663	73.02	9.804	0.023	0.993	90000.0
89	307.62	12.112	78.638	10.44	0.023	0.992	50000.0
90	295.622	12.04	75.465	10.34	0.024	0.992	40000.0
91	291.316	11.796	72.993	9.918	0.023	0.993	60000.0
92	284.934	11.565	70.835	9.577	0.024	0.993	60000.0
93	311.624	12.307	77.938	10.348	0.025	0.992	70000.0
94	298.579	11.968	73.959	10.041	0.024	0.992	110000.0
95	292.511	11.987	74.739	10.318	0.024	0.991	90000.0
96	287.603	11.68	70.669	9.885	0.024	0.992	100000.0
97	291.908	11.681	73.56	9.91	0.023	0.992	40000.0
98	306.082	11.965	77.349	10.126	0.023	0.992	80000.0
99	303.479	11.901	78.068	10.301	0.023	0.992	40000.0
100	294.918	11.836	74.433	9.938	0.023	0.992	90000.0
