Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EOC192_pPer1A_DNA2	1118.8987001439978	0.999	74.624	6.669%	16.027	4.995%	0.01045	0.998
EOC192_pPer2B_DNA1	1389.994158932963	0.998	124.453	8.953%	26.133	7.113%	0.01652	0.996
EOC293_pAdnL1_DNA1	5997.693882801555	0.999	370.615	6.179%	92.246	4.688%	0.0093	0.999
EOC293_pMes1_DNA2	6323.687079592864	1.0	255.623	4.042%	57.7	2.824%	0.00638	1.0
EOC293_pOvaR1_DNA2	5265.661499924712	0.999	301.445	5.725%	73.136	4.163%	0.00909	0.999
EOC372_iOme1_DNA1	3984.859400842834	1.0	143.153	3.592%	34.156	3.031%	0.00632	0.999
EOC372_iPer1_DNA1	2529.9188003744616	0.998	221.827	8.768%	49.867	7.037%	0.0127	0.997
EOC372_pPer1_DNA1	3149.8828697334707	0.999	172.49	5.476%	37.59	4.21%	0.00753	0.999
EOC523_pOme1_DNA2	2238.082215283781	0.999	159.831	7.141%	35.752	5.122%	0.01118	0.998
EOC523_pOvaR1_DNA2	2032.0425758051892	0.998	153.976	7.577%	41.23	6.584%	0.01298	0.997
EOC561_pPer1_DNA1	5091.689780166178	0.999	209.159	4.108%	51.223	3.231%	0.00468	0.999
EOC561_pPer1_DNA1_bgiseq	4393.676664631116	1.0	214.133	4.874%	46.796	3.324%	0.00581	0.999
EOC63_pOme1_DNA1	13347.02152030531	0.998	1103.647	8.269%	261.231	6.413%	0.01735	0.998
EOC63_pOvaR1_DNA1	3820.96740499095	0.998	300.163	7.856%	74.762	6.82%	0.01709	0.997
EOC667_pMes1_DNA1	4900.923479742949	0.999	262.364	5.353%	57.549	3.802%	0.00869	0.999
EOC667_pOme1_DNA2	4290.0531489283885	0.999	237.381	5.533%	50.598	3.715%	0.01166	0.999
EOC77_iOme1_DNA1	1344.485197327381	0.997	124.149	9.234%	31.161	8.297%	0.02054	0.995
EOC77_iOme2_DNA1	1241.484847886027	0.997	128.221	10.328%	28.249	7.64%	0.02694	0.996
EOC77_iPer1_DNA2	1395.5751736150082	0.998	113.846	8.158%	23.258	5.591%	0.01958	0.998
EOC77_pAsc1_DNA1	1092.642047587281	0.999	84.416	7.726%	16.97	5.319%	0.01512	0.998
EOC77_pOme1_DNA3	1279.433605987212	0.997	136.432	10.663%	29.924	7.832%	0.0201	0.997
EOC779_pOme1_DNA1	2035.9929527044942	0.999	139.607	6.857%	31.608	5.457%	0.01625	0.998
EOC779_pOvaL1_DNA1	4306.868665044061	0.999	300.825	6.985%	70.637	5.034%	0.00984	0.999
EOC779_pPer1_DNA1	3341.8731976264326	0.999	155.806	4.662%	33.594	3.281%	0.00743	0.999
EOC863_pMes1_DNA1	1951.3409529659639	0.993	278.949	14.295%	71.01	12.343%	0.02884	0.99
EOC863_pOva1_DNA1	2745.2767122974183	0.997	271.727	9.898%	64.242	7.925%	0.01873	0.996
EOC879_p2Ome1_DNA1	2988.8681346949616	0.999	193.089	6.46%	43.224	5.006%	0.01116	0.998
EOC879_p2OvaL1_DNA1	6042.795099097448	1.0	179.591	2.972%	37.189	2.091%	0.00333	1.0
EOC879_p2TubL1_DNA1	5451.735982195487	1.0	204.943	3.759%	49.941	3.101%	0.00417	0.999
EOC914_iOme1_DNA1	3607.8482536879173	0.999	225.776	6.258%	50.744	4.881%	0.01041	0.999
EOC914_iOvaL1_DNA1	3498.768319600249	0.999	195.095	5.576%	45.911	4.534%	0.00944	0.999
EOC914_iPer1_DNA1	3392.7773257406498	0.999	159.548	4.703%	34.636	3.475%	0.00696	0.999
EOC984_pOme1_DNA1	1156.7593080244005	0.998	106.21	9.182%	23.483	7.037%	0.02184	0.997
EOC984_pPer1_DNA1	1155.7647656590032	0.998	95.361	8.251%	20.008	5.982%	0.01804	0.998
