Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EOC293_pAdnL1_DNA1	5997.693882801555	0.999	357.926	5.968%	99.187	5.041%	0.00907	0.998
EOC293_pMes1_DNA2	6323.687079592864	0.999	423.346	6.695%	97.06	4.75%	0.00943	0.999
EOC293_pOvaR1_DNA2	5265.661499924712	0.998	342.617	6.507%	98.015	5.579%	0.01002	0.998
EOC372_iOme1_DNA1	3984.859400842834	0.998	347.863	8.73%	74.659	6.625%	0.01714	0.997
EOC372_iPer1_DNA1	2529.9188003744616	0.996	293.799	11.613%	64.72	9.133%	0.02411	0.994
EOC372_pPer1_DNA1	3149.8828697334707	0.998	259.152	8.227%	58.125	6.51%	0.01532	0.997
EOC523_pOme1_DNA2	2238.082215283781	0.992	361.662	16.159%	90.821	13.011%	0.03659	0.989
EOC523_pOvaR1_DNA2	2032.0425758051892	0.99	299.581	14.743%	90.839	14.506%	0.02955	0.986
EOC561_pPer1_DNA1	5091.689780166178	0.997	502.743	9.874%	126.318	7.967%	0.01853	0.996
EOC561_pPer1_DNA1_bgiseq	4393.676664631116	0.997	431.08	9.811%	104.883	7.45%	0.01776	0.996
EOC63_pOme1_DNA1	13347.02152030531	0.988	2306.263	17.279%	637.874	15.659%	0.04793	0.984
EOC63_pOvaR1_DNA1	3820.96740499095	0.991	705.008	18.451%	147.392	13.445%	0.04985	0.987
EOC667_pMes1_DNA1	4900.923479742949	0.998	414.058	8.449%	103.801	6.857%	0.01788	0.997
EOC667_pOme1_DNA2	4290.0531489283885	0.996	475.398	11.081%	124.595	9.149%	0.01965	0.995
EOC77_iOme1_DNA1	1344.485197327381	0.993	209.312	15.568%	44.706	11.903%	0.04023	0.99
EOC77_iOme2_DNA1	1241.484847886027	0.987	239.253	19.272%	61.228	16.559%	0.07171	0.982
EOC77_iPer1_DNA2	1395.5751736150082	0.997	148.982	10.675%	31.072	7.47%	0.03303	0.996
EOC77_pAsc1_DNA1	1092.642047587281	0.997	108.752	9.953%	22.716	7.12%	0.02564	0.997
EOC77_pOme1_DNA3	1279.433605987212	0.993	176.41	13.788%	45.931	12.021%	0.03949	0.99
EOC779_pOme1_DNA1	2035.9929527044942	0.997	207.851	10.209%	44.865	7.746%	0.02135	0.996
EOC779_pOvaL1_DNA1	4306.868665044061	0.999	282.643	6.563%	65.822	4.691%	0.01617	0.999
EOC779_pPer1_DNA1	3341.8731976264326	1.0	145.307	4.348%	30.431	2.972%	0.00826	0.999
EOC863_pMes1_DNA1	1951.3409529659639	0.985	369.805	18.951%	99.312	17.263%	0.04948	0.98
EOC863_pOva1_DNA1	2745.2767122974183	0.993	401.389	14.621%	98.404	12.139%	0.03078	0.99
EOC879_p2Ome1_DNA1	2988.8681346949616	0.995	379.085	12.683%	84.24	9.757%	0.02414	0.994
EOC879_p2OvaL1_DNA1	6042.795099097448	0.998	526.148	8.707%	124.911	7.025%	0.0119	0.997
EOC879_p2TubL1_DNA1	5451.735982195487	0.998	402.51	7.383%	91.338	5.672%	0.00881	0.998
EOC914_iOme1_DNA1	3607.8482536879173	0.998	333.01	9.23%	72.972	7.019%	0.0247	0.997
EOC914_iOvaL1_DNA1	3498.768319600249	0.997	314.307	8.983%	76.017	7.507%	0.01428	0.996
EOC914_iPer1_DNA1	3392.7773257406498	0.998	254.511	7.502%	56.182	5.636%	0.02313	0.998
EOC984_pOme1_DNA1	1156.7593080244005	0.994	167.882	14.513%	37.679	11.291%	0.05372	0.991
EOC984_pPer1_DNA1	1155.7647656590032	0.995	154.112	13.334%	34.285	10.251%	0.04724	0.993
