Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EOC667_pOme1_DNA2	4290.0531489283885	0.995	524.939	12.236%	136.823	10.047%	0.02711	0.993
EOC77_iOme1_DNA1	1344.485197327381	0.994	183.148	13.622%	41.664	11.094%	0.03975	0.991
EOC77_iOme2_DNA1	1241.484847886027	0.986	244.865	19.724%	62.674	16.95%	0.07661	0.982
EOC77_iPer1_DNA2	1395.5751736150082	0.997	170.026	12.183%	35.763	8.598%	0.02714	0.996
EOC77_pAsc1_DNA1	1092.642047587281	0.998	96.709	8.851%	19.238	6.03%	0.01492	0.998
EOC77_pOme1_DNA3	1279.433605987212	0.991	206.768	16.161%	51.894	13.582%	0.04084	0.988
EOC779_pOme1_DNA1	2035.9929527044942	0.996	231.477	11.369%	52.358	9.04%	0.03131	0.994
EOC779_pOvaL1_DNA1	4306.868665044061	0.999	260.666	6.052%	62.931	4.485%	0.01037	0.999
EOC779_pPer1_DNA1	3341.8731976264326	0.999	181.548	5.433%	40.841	3.988%	0.00908	0.999
EOC863_pMes1_DNA1	1951.3409529659639	0.987	363.413	18.624%	94.961	16.507%	0.0442	0.982
EOC863_pOva1_DNA1	2745.2767122974183	0.992	423.735	15.435%	100.219	12.363%	0.03465	0.99
EOC879_p2Ome1_DNA1	2988.8681346949616	0.995	397.484	13.299%	84.365	9.771%	0.0263	0.994
EOC879_p2OvaL1_DNA1	6042.795099097448	0.998	494.833	8.189%	115.358	6.487%	0.01171	0.997
EOC879_p2TubL1_DNA1	5451.735982195487	0.999	372.44	6.832%	86.645	5.38%	0.00944	0.998
EOC914_iOme1_DNA1	3607.8482536879173	0.998	299.606	8.304%	67.557	6.498%	0.01648	0.997
EOC914_iOvaL1_DNA1	3498.768319600249	0.997	326.163	9.322%	81.34	8.033%	0.01409	0.996
EOC914_iPer1_DNA1	3392.7773257406498	0.999	209.686	6.18%	45.57	4.571%	0.01073	0.999
EOC984_pOme1_DNA1	1156.7593080244005	0.994	165.149	14.277%	37.058	11.105%	0.04662	0.991
EOC984_pPer1_DNA1	1155.7647656590032	0.996	149.458	12.932%	30.965	9.258%	0.04081	0.994
