Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EOC192_iOme3A_DNA1	700.8106088235589	0.939	276.696	39.482%	76.198	34.41%	0.13664	0.92
EOC192_iOvaR1A_DNA1	959.0604771054909	0.991	140.211	14.62%	36.985	13.141%	0.02795	0.988
EOC192_pAsc1_DNA1	880.704633671309	0.98	199.517	22.654%	53.396	19.938%	0.04911	0.973
EOC192_pOme1A_TR_DNA1	917.9051193816222	0.989	144.496	15.742%	40.858	14.934%	0.03053	0.985
EOC192_pOme2B_DNA2	964.0041714093117	0.99	141.276	14.655%	39.221	13.961%	0.0292	0.987
EOC192_pOvaR1A_DNA1	907.0493577400416	0.989	140.806	15.524%	39.419	14.75%	0.02923	0.985
EOC192_pOvaR1A_DNA3	917.0488345709969	0.984	172.567	18.818%	48.964	17.975%	0.04167	0.978
EOC192_pPer1A_DNA2	1118.8987001439978	0.987	176.968	15.816%	52.718	16.43%	0.02679	0.982
EOC192_pPer2B_DNA1	1389.994158932963	0.96	426.307	30.67%	113.49	30.888%	0.10626	0.944
EOC293_pAdnL1_DNA1	5997.693882801555	0.966	2279.927	38.013%	545.679	27.731%	0.15309	0.959
EOC293_pMes1_DNA2	6323.687079592864	0.966	1953.731	30.895%	552.172	27.024%	0.13339	0.958
EOC293_pOvaR1_DNA2	5265.661499924712	0.954	2096.787	39.82%	555.058	31.595%	0.16438	0.945
EOC372_iOme1_DNA1	3984.859400842834	0.994	550.869	13.824%	126.532	11.229%	0.02383	0.992
EOC372_iPer1_DNA1	2529.9188003744616	0.974	703.257	27.798%	167.563	23.645%	0.08869	0.964
EOC372_pPer1_DNA1	3149.8828697334707	0.986	583.676	18.53%	149.803	16.778%	0.04814	0.981
EOC523_pOme1_DNA2	2238.082215283781	0.933	859.791	38.416%	250.582	35.897%	0.14795	0.911
EOC523_pOvaR1_DNA2	2032.0425758051892	0.922	876.009	43.11%	243.253	38.845%	0.18067	0.895
EOC561_pPer1_DNA1	5091.689780166178	0.98	1459.337	28.661%	334.402	21.091%	0.11918	0.974
EOC561_pPer1_DNA1_bgiseq	4393.676664631116	0.975	1330.282	30.277%	339.289	24.101%	0.11607	0.969
EOC63_pOme1_DNA1	13347.02152030531	0.979	2786.047	20.874%	824.543	20.241%	0.06378	0.972
EOC63_pOvaR1_DNA1	3820.96740499095	0.939	1367.087	35.779%	388.048	35.397%	0.1334	0.916
EOC667_pMes1_DNA1	4900.923479742949	0.989	918.04	18.732%	228.047	15.066%	0.04596	0.986
EOC667_pOme1_DNA2	4290.0531489283885	0.981	1030.488	24.02%	270.516	19.864%	0.05479	0.976
EOC77_iOme1_DNA1	1344.485197327381	0.971	351.829	26.168%	91.669	24.408%	0.08269	0.96
EOC77_iOme2_DNA1	1241.484847886027	0.981	286.999	23.117%	72.3	19.554%	0.07435	0.974
EOC77_iPer1_DNA2	1395.5751736150082	0.995	199.326	14.283%	43.241	10.395%	0.03474	0.993
EOC77_pAsc1_DNA1	1092.642047587281	0.993	151.5	13.865%	36.485	11.436%	0.02726	0.991
EOC77_pOme1_DNA3	1279.433605987212	0.985	262.083	20.484%	65.769	17.213%	0.04906	0.98
EOC779_pOme1_DNA1	2035.9929527044942	0.975	526.838	25.876%	130.263	22.491%	0.08038	0.965
EOC779_pOvaL1_DNA1	4306.868665044061	0.989	766.272	17.792%	218.133	15.547%	0.03932	0.986
EOC779_pPer1_DNA1	3341.8731976264326	0.991	552.129	16.522%	137.614	13.439%	0.04594	0.988
EOC863_pMes1_DNA1	1951.3409529659639	0.966	573.074	29.368%	148.982	25.897%	0.10588	0.954
EOC863_pOva1_DNA1	2745.2767122974183	0.974	737.634	26.869%	184.065	22.707%	0.06768	0.964
EOC879_p2Ome1_DNA1	2988.8681346949616	0.992	468.424	15.672%	108.221	12.534%	0.0291	0.989
EOC879_p2OvaL1_DNA1	6042.795099097448	0.989	1006.394	16.654%	269.608	15.162%	0.02975	0.984
EOC879_p2TubL1_DNA1	5451.735982195487	0.99	845.747	15.513%	224.429	13.936%	0.02645	0.987
EOC914_iOme1_DNA1	3607.8482536879173	0.989	631.764	17.511%	155.021	14.911%	0.04719	0.984
EOC914_iOvaL1_DNA1	3498.768319600249	0.984	663.355	18.96%	178.982	17.676%	0.04542	0.978
EOC914_iPer1_DNA1	3392.7773257406498	0.991	534.882	15.765%	132.187	13.261%	0.03052	0.988
EOC984_pOme1_DNA1	1156.7593080244005	0.989	220.604	19.071%	49.86	14.941%	0.06255	0.985
EOC984_pPer1_DNA1	1155.7647656590032	0.991	199.24	17.239%	44.225	13.223%	0.05511	0.988
