Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EOC667_pMes1_DNA1	4900.923479742949	0.996	501.897	10.241%	129.288	8.541%	0.02432	0.995
EOC667_pOme1_DNA2	4290.0531489283885	0.995	525.663	12.253%	136.757	10.042%	0.02139	0.994
EOC77_iOme1_DNA1	1344.485197327381	0.993	195.285	14.525%	43.361	11.545%	0.04312	0.991
EOC77_iOme2_DNA1	1241.484847886027	0.986	239.131	19.262%	63.137	17.076%	0.07343	0.981
EOC77_iPer1_DNA2	1395.5751736150082	0.996	176.676	12.66%	37.145	8.93%	0.02893	0.995
EOC77_pAsc1_DNA1	1092.642047587281	0.998	97.849	8.955%	19.613	6.148%	0.01516	0.998
EOC77_pOme1_DNA3	1279.433605987212	0.991	214.229	16.744%	53.387	13.973%	0.04156	0.987
EOC779_pOme1_DNA1	2035.9929527044942	0.995	270.156	13.269%	58.501	10.101%	0.03897	0.993
EOC779_pOvaL1_DNA1	4306.868665044061	0.998	333.41	7.741%	92.527	6.595%	0.01647	0.997
EOC779_pPer1_DNA1	3341.8731976264326	0.998	264.979	7.929%	61.01	5.958%	0.01872	0.998
EOC863_pMes1_DNA1	1951.3409529659639	0.982	426.303	21.847%	109.755	19.078%	0.04918	0.975
EOC863_pOva1_DNA1	2745.2767122974183	0.992	416.64	15.177%	104.565	12.899%	0.03811	0.989
EOC879_p2Ome1_DNA1	2988.8681346949616	0.996	365.666	12.234%	83.147	9.63%	0.02588	0.994
EOC879_p2OvaL1_DNA1	6042.795099097448	0.998	469.809	7.775%	115.158	6.476%	0.01236	0.997
EOC879_p2TubL1_DNA1	5451.735982195487	0.998	391.963	7.19%	93.647	5.815%	0.01125	0.998
EOC914_iOme1_DNA1	3607.8482536879173	0.995	482.007	13.36%	102.845	9.892%	0.03539	0.994
EOC914_iOvaL1_DNA1	3498.768319600249	0.992	550.463	15.733%	126.689	12.511%	0.03015	0.989
EOC914_iPer1_DNA1	3392.7773257406498	0.996	405.013	11.938%	91.465	9.176%	0.0244	0.994
EOC984_pOme1_DNA1	1156.7593080244005	0.994	169.191	14.626%	36.684	10.993%	0.04815	0.992
EOC984_pPer1_DNA1	1155.7647656590032	0.996	146.876	12.708%	31.278	9.352%	0.04404	0.994
