Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EOC192_pOvaR1A_DNA3	917.0488345709969	0.994	125.494	13.685%	31.062	11.403%	0.02841	0.992
EOC192_pPer1A_DNA2	1118.8987001439978	0.991	166.09	14.844%	42.354	13.2%	0.03227	0.988
EOC192_pPer2B_DNA1	1389.994158932963	0.99	210.968	15.178%	52.702	14.344%	0.0495	0.986
EOC293_pAdnL1_DNA1	5997.693882801555	0.998	531.423	8.86%	132.986	6.758%	0.01495	0.997
EOC293_pMes1_DNA2	6323.687079592864	0.999	481.061	7.607%	109.85	5.376%	0.01116	0.998
EOC293_pOvaR1_DNA2	5265.661499924712	0.998	391.792	7.441%	108.028	6.149%	0.00939	0.998
EOC372_iOme1_DNA1	3984.859400842834	0.996	343.173	8.612%	96.428	8.557%	0.02456	0.995
EOC372_iPer1_DNA1	2529.9188003744616	0.996	297.675	11.766%	65.371	9.224%	0.02751	0.994
EOC372_pPer1_DNA1	3149.8828697334707	0.997	283.129	8.989%	68.304	7.65%	0.02278	0.996
EOC523_pOme1_DNA2	2238.082215283781	0.982	499.691	22.327%	133.676	19.15%	0.06972	0.976
EOC523_pOvaR1_DNA2	2032.0425758051892	0.976	479.045	23.575%	138.467	22.111%	0.07892	0.968
EOC561_pPer1_DNA1	5091.689780166178	0.994	729.31	14.324%	176.345	11.122%	0.04186	0.992
EOC561_pPer1_DNA1_bgiseq	4393.676664631116	0.996	550.728	12.535%	123.261	8.756%	0.02842	0.995
EOC63_pOme1_DNA1	13347.02152030531	0.985	2529.684	18.953%	696.386	17.095%	0.04775	0.981
EOC63_pOvaR1_DNA1	3820.96740499095	0.994	471.005	12.327%	117.025	10.675%	0.02801	0.992
EOC667_pMes1_DNA1	4900.923479742949	0.995	531.807	10.851%	148.478	9.809%	0.03503	0.994
EOC667_pOme1_DNA2	4290.0531489283885	0.995	519.754	12.115%	138.363	10.16%	0.03333	0.993
EOC77_iOme1_DNA1	1344.485197327381	0.994	181.63	13.509%	41.376	11.017%	0.03933	0.992
EOC77_iOme2_DNA1	1241.484847886027	0.986	247.48	19.934%	63.323	17.126%	0.07684	0.982
EOC77_iPer1_DNA2	1395.5751736150082	0.997	170.238	12.198%	35.385	8.507%	0.02723	0.996
EOC77_pAsc1_DNA1	1092.642047587281	0.998	93.627	8.569%	18.708	5.864%	0.0146	0.998
EOC77_pOme1_DNA3	1279.433605987212	0.991	203.722	15.923%	51.568	13.497%	0.04057	0.988
EOC779_pOme1_DNA1	2035.9929527044942	0.996	224.211	11.012%	50.091	8.649%	0.03025	0.995
EOC779_pOvaL1_DNA1	4306.868665044061	0.999	262.434	6.093%	57.825	4.121%	0.00965	0.999
EOC779_pPer1_DNA1	3341.8731976264326	0.999	138.502	4.144%	32.737	3.197%	0.00781	0.999
EOC863_pMes1_DNA1	1951.3409529659639	0.986	365.782	18.745%	95.774	16.648%	0.04376	0.981
EOC863_pOva1_DNA1	2745.2767122974183	0.993	398.118	14.502%	94.044	11.602%	0.0315	0.991
EOC879_p2Ome1_DNA1	2988.8681346949616	0.996	383.741	12.839%	81.083	9.391%	0.0262	0.994
EOC879_p2OvaL1_DNA1	6042.795099097448	0.998	477.15	7.896%	111.943	6.295%	0.01062	0.997
EOC879_p2TubL1_DNA1	5451.735982195487	0.999	377.995	6.933%	85.204	5.291%	0.00872	0.998
EOC914_iOme1_DNA1	3607.8482536879173	0.998	307.928	8.535%	68.54	6.592%	0.01604	0.997
EOC914_iOvaL1_DNA1	3498.768319600249	0.996	353.117	10.093%	89.448	8.834%	0.01585	0.995
EOC914_iPer1_DNA1	3392.7773257406498	0.999	218.153	6.43%	47.155	4.73%	0.01095	0.998
EOC984_pOme1_DNA1	1156.7593080244005	0.993	168.0	14.523%	38.1	11.417%	0.04808	0.991
EOC984_pPer1_DNA1	1155.7647656590032	0.995	150.997	13.065%	31.795	9.506%	0.04172	0.994
